Channel Name,Channel Link,Subscribers,Average Daily Views
"체인지TV ChangeTV","https://vling.net/channel/UCkX_5MkrSLN03J1rRyB2BNA","29600","405"
"YoungsamKimDDS치과의사김영삼","https://vling.net/channel/UCuDuuJSFZPhzDnhXWZFuPTA","14900","425"
"박지영박사의 건강돋보기TV","https://vling.net/channel/UCrc--8Z5wbsx5w4AWhdP8xw","68400","8386"
"수산나Dance & Fitness","https://vling.net/channel/UCyUyT0W276JnExRciVw764A","13800","2927"
"라리약사","https://vling.net/channel/UCtpOLiqLwtq9NCFTNiqL1gQ","23700","876"
"옥황궁 장군신당","https://vling.net/channel/UCPxdUQxQ0mdcqrSgQSvEUwg","17400","2005"
"주유천하tv(번개)","https://vling.net/channel/UClU89e_lsxVDqWcCinKF3fg","58900","1464"
"더스완성형외과","https://vling.net/channel/UCcdT51I_qiOr6wzw8F0ARAA","18000","3195"
"sarangkang_강사랑","https://vling.net/channel/UCPdxttikGBpKqnqteyCrh_w","30200","609"
"홍순래 박사 TV (사주.작명.꿈해몽)","https://vling.net/channel/UCKGiDTAcG-TkT5v6gBCoEEQ","12500","418"
"더건강연세 재활운동센터","https://vling.net/channel/UCJBIx-AyBTe0lLfr9ssEe2Q","14200","10630"
"교보라이프플래닛","https://vling.net/channel/UCQuD_FVxA12mWP0V8hZjuEA","11400","104"
"채찍단","https://vling.net/channel/UCV-h8UJ12Ed-pTi4_X9mDEA","161000","14093"
"백투에덴TV","https://vling.net/channel/UCoZihnVnmw1tMsXOgw0C_Pw","137000","947"
"DJ저요","https://vling.net/channel/UC2TkjSrLoQi8PgOTDwJzWgg","20200","586"
"노후 예찬","https://vling.net/channel/UCgxx0kTeop5NUUjrHOiM0eg","16600","206"
"허벌라이프","https://vling.net/channel/UCwm1cv3sQZkKVsUWvkPZafA","111000","1661"
"Music Drawing","https://vling.net/channel/UCe_z-lf1t3vPM0FE61ILj9A","948000","69918"
"RELAXING - 편안해지는 음악","https://vling.net/channel/UCl6lvhQwAPChMxvGtkXWHgg","179000","812"
"오쿠ocoo","https://vling.net/channel/UCN-KjQV6Q1uNEjcFx8jZvHQ","10700","1725"
"더홈트","https://vling.net/channel/UCuiM9mzDJi1_R15rHepZyGg","15900","483"
"유안티비","https://vling.net/channel/UCoYIXnzEHlfoKn9DSIqug3A","116000","1112"
"탁트임언어치료 (탁트임언어치료)","https://vling.net/channel/UCSu-dq88EeczcuyQCSWUVkQ","15700","570"
"제애정형외과 (구 금메달정형외과)","https://vling.net/channel/UCYlDZTMBeZeKRJkDs41uHFA","103000","9728"
"발명 [롤토체스]","https://vling.net/channel/UCcJliZnsRbNw4I4uWSGq_wA","44600","1764"
"쏙닥터 류수형","https://vling.net/channel/UCB19vKHElP-PgrUnSjtxeDw","10100","1898"
"황혼의 사랑","https://vling.net/channel/UCOFZMYjmT1SDAYjxS_P-y3w","10500","2815"
"닥터스토리","https://vling.net/channel/UCP5YHr1g0MoVPGfIR-w2p7g","10700","641"
"배석철의 비타민B3 LAB","https://vling.net/channel/UC_UTXwnRNWyyOpW2VH81GNg","25100","5328"
"당뇨, 꺼져","https://vling.net/channel/UCrYkMzMwPwzEipZpXSedJJg","130000","73"
"지방흡입의 법칙-빼TV ","https://vling.net/channel/UCa_lZt0iz0hAoob_O1l3onQ","11200","241"
"백세지혜길잡이","https://vling.net/channel/UCKm4_DlQnY6U6SXVeDGDMhw","60100","47715"
"백세시대건강","https://vling.net/channel/UC1eNPF-cAKFg-qzgmCsWC3Q","23200","1575"
"닥터라이블리 - 모어댄뷰티","https://vling.net/channel/UCFfa_-Gvxe2yocNTTgwThyQ","73400","10062"
"을지대학교병원","https://vling.net/channel/UCfoxBn16vNhDeOktAuya17Q","27900","1407"
"치아의본질 강정호","https://vling.net/channel/UCKRu9cuY5GZcpTBKxF4_nfw","68100","76382"
"서울부민병원","https://vling.net/channel/UCGvEE_C5SVxXL5qW0_UhZqA","31300","4498"
"전대미문스튜디오","https://vling.net/channel/UCv6nXR8A-wSidnF6H-2wQYg","14900","13588"
"김수진 Sujin Kim","https://vling.net/channel/UCl6OVdZRMW9RftYczBBXbjA","18700","13393"
"다고침TV","https://vling.net/channel/UCjGx_2Uou9af1Zzn2l8M3LQ","161000","3370"
"열강","https://vling.net/channel/UCU57eXJqnLIIra0FxiBVQ0Q","38100","8467"
"고운","https://vling.net/channel/UCermBTTTr559dzLc0QMlTSQ","16500","22798"
"닥터로미의성형노트","https://vling.net/channel/UCO_MXYZzB5vNkdcCWUXz5Rg","38500","4602"
"요가선생","https://vling.net/channel/UCwSqWpGQhwOM2GiibDsilww","10500","220"
"K군 연애홀릭","https://vling.net/channel/UCI6XQ-Z1DWlkQqIf7RyEq4Q","48000","997"
"이경희 TV","https://vling.net/channel/UC8kd0NdrjnZ2Ka2steSnsSA","54000","645"
"간보는 의사언니 유정주","https://vling.net/channel/UClnndXUYc3AMKqIUN6BwefA","54300","9919"
"밀끌당구tv","https://vling.net/channel/UCky40rg5PLsCm7pbSWf1YTQ","41300","9974"
"강남 강원장","https://vling.net/channel/UCXLd-4PmJoGDOJxZqWp7GYw","174000","1044"
"백세건강TV","https://vling.net/channel/UCYHpIvm36CCixqH-svJDDaA","29000","6545"
"손제용의사생활","https://vling.net/channel/UC4Gs81NQVfqfnfxYXm5bJ0g","89400","3989"
"김아랑 Alang Kim","https://vling.net/channel/UCqLpXUYCykYLInJycJ9W3rA","128000","24259"
"365노후건강","https://vling.net/channel/UCQPvsX6gTWhwMu1XXZULrsA","16000","9838"
"건나물TV","https://vling.net/channel/UC6xugt5HrbJpVMUQvnTkulw","1270000","88339"
"티키타카 Tiki-Taka","https://vling.net/channel/UC_Gj-OX-QeE814ttqYbJ30A","29900","3751"
"부민병원","https://vling.net/channel/UCTXUOcXH33AxRSMInyVLriA","17500","327"
"써보니 GOODZ","https://vling.net/channel/UCBRrutwXjvivU0anquUr8Sg","15500","71"
"모디헤어플란트-모발이식·헤어라인교정","https://vling.net/channel/UCtjTk7R9heRWnVNS-KdgpxQ","19000","2608"
"뽀그리 bbori","https://vling.net/channel/UCRq4EGdUsNwepOHGoZgOUfw","16300","2498"
"선한목자병원 이창우 TV","https://vling.net/channel/UC-_CuutNtAACqG97cZMNUZg","55800","1801"
"콕선생님 (콕통증의학과)","https://vling.net/channel/UC-deqx7nwzcJzRxQjUtMPiA","291000","20366"
"창원복지재단","https://vling.net/channel/UC16GoMyX3ViQYfBDGrTrAYQ","16400","742"
"구동명TV","https://vling.net/channel/UC0Bt5U9hYnJujp8SeznYcsA","10000","1443"
"후후비당고한의원 - 대사질환 性지식채널","https://vling.net/channel/UC08pbeuzAK3uRsdrma3Gx0Q","102000","5895"
"닥터스TV_Central Seoul Eye Center","https://vling.net/channel/UC-lxBJ5w49nJyQZ1XeEpfSA","18400","1136"
"힐링과 건강의 시간","https://vling.net/channel/UC3--BXTHVDUvkPIfQs0xxXA","13800","325"
"KBDCA 한국혈액암협회","https://vling.net/channel/UC20TsL1C5nhfcAx3JlgkZLQ","91600","3563"
"자율신경상담약사 이지향TV","https://vling.net/channel/UC0i_lpWj-xNPbLFqcpSaS6w","33000","1275"
"간현배 KanHyeonBae","https://vling.net/channel/UC3cSU8yLcDNZ419JNX--o4A","56200","4617"
"놀러와 약국","https://vling.net/channel/UC3WZiUWd3RRPOdBSQH0cJLw","30600","1562"
"이동욱의 백세건강 TV","https://vling.net/channel/UCpKHS8_xkkS23d23n3Wk8yw","56200","82842"
"운동하는코끼리","https://vling.net/channel/UC4e4ETQSeiKGXKhS-9zNjwQ","20100","4514"
"육아한방","https://vling.net/channel/UCfCmwd1TAshuvZ5br2lBr1Q","10200","764"
"올바른TV","https://vling.net/channel/UC4KBmiJIUVwV4-8Ah9NlJcA","17500","3175"
"Dr. Dylan의 건강 비결","https://vling.net/channel/UC3454ef0lSLjBSjmKH0bs9A","200000","35050"
"시니어톡톡","https://vling.net/channel/UCoqkowjp8Fju5pB5DXrxlEQ","136000","8413"
"알쓸물치","https://vling.net/channel/UCm3IV_RvXMOWczBbarPSQSg","654000","34428"
"백세지혜클리닉","https://vling.net/channel/UCXoYS_H6BKhRtWr9OSCuGjQ","17600","16551"
"시니어시니어!","https://vling.net/channel/UCHhtRT2BHQvgIuxpuKiSLkw","13100","11813"
"백년의 약속","https://vling.net/channel/UCMH-1eX2Gc7R1lO0iTEdgxQ","12700","405"
"내면의 각성","https://vling.net/channel/UCjWdV85QsIWEQcXiBwH42Ag","23500","142"
"닥터BTS의 유선방송","https://vling.net/channel/UCwumnYuvftvHHQcC9A3EexA","12200","3461"
"지식한상 ","https://vling.net/channel/UCw8hsZYZcasyyLrfOFP8D-w","1380000","125827"
"관절 알려주는 의사_뼈선생","https://vling.net/channel/UCgSEPdXabgtvuqTKK9k5FGA","73700","2746"
"맥스 리포트","https://vling.net/channel/UCzslvCCAlV_rhP_3CjAV3mQ","14200","329"
"브레인바이츠","https://vling.net/channel/UC54kBMge_LJ6VtljXMOFvDQ","15900","5635"
"시그니처 테라피","https://vling.net/channel/UCbhJIg7hyNxVkn430nIAQbA","126000","117"
"시니어 건강습관 ","https://vling.net/channel/UC6Luq_KN_-1L2TvWTEWzXoQ","13800","1618"
"Beautiful Relaxing Piano","https://vling.net/channel/UCvhNnJwQzJzQL_-AI3L7jgg","123000","3066"
"페이보릿 퀴즈 • Favorite Quiz","https://vling.net/channel/UCEVNDiFkaojXxgvYRmb9CHw","15800","9607"
"용인세브란스병원","https://vling.net/channel/UCe7f-PQyyW8t31z9dhVGYMw","23100","10733"
"콩튜브","https://vling.net/channel/UCkF8erW7v2pDtWHkUsPbmPg","37800","2697"
"예스건강티비","https://vling.net/channel/UCuVMBtgTvfP3E1-r7Xb7kTQ","17200","7460"
"입튜브","https://vling.net/channel/UCRgIczggxkiuMiOk1NOGF5A","63200","1065"
"밝음나눔안과","https://vling.net/channel/UCSFKRy_oaRKNVWLBuCRxS2g","26500","17941"
"닥터진TV","https://vling.net/channel/UCpEh_i7YoCmTGw0gQoPkO1A","113000","1335"
"건강해","https://vling.net/channel/UC9tzL_CdwT4wOMt5gdxmdEA","20400","21682"
"HIRA건강보험심사평가원","https://vling.net/channel/UCUAkzi_UHvcRBtePXePfsqA","40100","42378"
"너와 나의 은퇴학교","https://vling.net/channel/UCCgMUqWfLg3plThNaIemW8Q","678000","41898"
"지식의 맛","https://vling.net/channel/UCG5LBY-JUvHYotJ8ODBNsNw","399000","248993"
"EBS 건강","https://vling.net/channel/UCKdvqF-mmgiifS_pinO_bRA","438000","306815"
"소리탐정_쉽고 친절한 발성","https://vling.net/channel/UCKPQTCyNbavWRvuI61EPikA","32400","2520"
"제철건강","https://vling.net/channel/UCedl3ClIwMtTdmHeiiS1czg","245000","67949"
"Brain Quiz","https://vling.net/channel/UCvAV4gD1Ocgtp572RTwEjyw","25900","23029"
"의사가 말하는 습관","https://vling.net/channel/UCjIGsvWW_UOGJWTMzZ12qdw","32900","4505"
"닥터벨 DRBELL","https://vling.net/channel/UCdIdgmrsh3h40jvxDDbSu5Q","63400","24104"
"위담한방병원","https://vling.net/channel/UC0_vsuVa274JQur3FraxuaA","53300","8505"
"세브란스","https://vling.net/channel/UCIqNAJC8l8rCAXOZPyfyG0Q","357000","21111"
"보여주는 약사[ showing pharmacist ]","https://vling.net/channel/UCtX7uYBau7hGA05yWWhW4hA","10800","514"
"한국 비뇨기과 의사","https://vling.net/channel/UCFvqCNfCGvVsuU-DpNcIXNQ","10100","13047"
"백세지혜길잡이","https://vling.net/channel/UCKm4_DlQnY6U6SXVeDGDMhw","60100","47715"
"백세시대건강","https://vling.net/channel/UC1eNPF-cAKFg-qzgmCsWC3Q","23200","1575"
"모디헤어플란트-모발이식·헤어라인교정","https://vling.net/channel/UCtjTk7R9heRWnVNS-KdgpxQ","19000","2608"
"써보니 GOODZ","https://vling.net/channel/UCBRrutwXjvivU0anquUr8Sg","15500","71"
"을지대학교병원","https://vling.net/channel/UCfoxBn16vNhDeOktAuya17Q","27900","1407"
"서울부민병원","https://vling.net/channel/UCGvEE_C5SVxXL5qW0_UhZqA","31300","4498"
"다고침TV","https://vling.net/channel/UCjGx_2Uou9af1Zzn2l8M3LQ","161000","3370"
"전대미문스튜디오","https://vling.net/channel/UCv6nXR8A-wSidnF6H-2wQYg","14900","13588"
"치아의본질 강정호","https://vling.net/channel/UCKRu9cuY5GZcpTBKxF4_nfw","68100","76382"
"김수진 Sujin Kim","https://vling.net/channel/UCl6OVdZRMW9RftYczBBXbjA","18700","13393"
"고운","https://vling.net/channel/UCermBTTTr559dzLc0QMlTSQ","16500","22798"
"이경희 TV","https://vling.net/channel/UC8kd0NdrjnZ2Ka2steSnsSA","54000","645"
"티키타카 Tiki-Taka","https://vling.net/channel/UC_Gj-OX-QeE814ttqYbJ30A","29900","3751"
"요가선생","https://vling.net/channel/UCwSqWpGQhwOM2GiibDsilww","10500","220"
"뽀그리 bbori","https://vling.net/channel/UCRq4EGdUsNwepOHGoZgOUfw","16300","2498"
"밀끌당구tv","https://vling.net/channel/UCky40rg5PLsCm7pbSWf1YTQ","41300","9974"
"K군 연애홀릭","https://vling.net/channel/UCI6XQ-Z1DWlkQqIf7RyEq4Q","48000","997"
"닥터로미의성형노트","https://vling.net/channel/UCO_MXYZzB5vNkdcCWUXz5Rg","38500","4602"
"열강","https://vling.net/channel/UCU57eXJqnLIIra0FxiBVQ0Q","38100","8467"
"백세건강TV","https://vling.net/channel/UCYHpIvm36CCixqH-svJDDaA","29000","6545"
"손제용의사생활","https://vling.net/channel/UC4Gs81NQVfqfnfxYXm5bJ0g","89400","3989"
"강남 강원장","https://vling.net/channel/UCXLd-4PmJoGDOJxZqWp7GYw","174000","1044"
"황혼의 사랑","https://vling.net/channel/UCOFZMYjmT1SDAYjxS_P-y3w","10500","2815"
"Yunchan Lim - 수면 음악 프로듀서","https://vling.net/channel/UCdbicYdErYTR-J4ZTVz6kUg","38600","46663"
"부민병원","https://vling.net/channel/UCTXUOcXH33AxRSMInyVLriA","17500","327"
"이동욱의 백세건강 TV","https://vling.net/channel/UCpKHS8_xkkS23d23n3Wk8yw","56200","82842"
"구동명TV","https://vling.net/channel/UC0Bt5U9hYnJujp8SeznYcsA","10000","1443"
"후후비당고한의원 - 대사질환 性지식채널","https://vling.net/channel/UC08pbeuzAK3uRsdrma3Gx0Q","102000","5895"
"닥터스TV_Central Seoul Eye Center","https://vling.net/channel/UC-lxBJ5w49nJyQZ1XeEpfSA","18400","1136"
"선한목자병원 이창우 TV","https://vling.net/channel/UC-_CuutNtAACqG97cZMNUZg","55800","1801"
"콕선생님 (콕통증의학과)","https://vling.net/channel/UC-deqx7nwzcJzRxQjUtMPiA","291000","20366"
"창원복지재단","https://vling.net/channel/UC16GoMyX3ViQYfBDGrTrAYQ","16400","742"
"KBDCA 한국혈액암협회","https://vling.net/channel/UC20TsL1C5nhfcAx3JlgkZLQ","91600","3563"
"자율신경상담약사 이지향TV","https://vling.net/channel/UC0i_lpWj-xNPbLFqcpSaS6w","33000","1275"
"힐링과 건강의 시간","https://vling.net/channel/UC3--BXTHVDUvkPIfQs0xxXA","13800","325"
"백년의 약속","https://vling.net/channel/UCMH-1eX2Gc7R1lO0iTEdgxQ","12700","405"
"관절 알려주는 의사_뼈선생","https://vling.net/channel/UCgSEPdXabgtvuqTKK9k5FGA","73700","2746"
"맥스 리포트","https://vling.net/channel/UCzslvCCAlV_rhP_3CjAV3mQ","14200","329"
"브레인바이츠","https://vling.net/channel/UC54kBMge_LJ6VtljXMOFvDQ","15900","5635"
"시그니처 테라피","https://vling.net/channel/UCbhJIg7hyNxVkn430nIAQbA","126000","117"
"간현배 KanHyeonBae","https://vling.net/channel/UC3cSU8yLcDNZ419JNX--o4A","56200","4617"
"놀러와 약국","https://vling.net/channel/UC3WZiUWd3RRPOdBSQH0cJLw","30600","1562"
"건강 다다다 ㅣ 종근당건강 공식 유튜브","https://vling.net/channel/UCQZMRnlvOPXLKfQ0a0MdTIg","27400","468409"
"불교 노래 모음","https://vling.net/channel/UCT32yJHkouI8pecc0KJgd9A","60800","14894"
"서울대 보라매병원","https://vling.net/channel/UCUEoRTcgmZbaHY9BGw_iduA","16100","5177"
"진푸티 종사","https://vling.net/channel/UCWLFdU87k8fWTVGjTHdmhpA","72900","887"
"노년의 건강","https://vling.net/channel/UCj73QsrCce1wx6B3SnZ1-aw","82700","45768"
"제이수란","https://vling.net/channel/UCQb2SRRFEODl1bygGiMJGlg","116000","2902"
"Dr.살빠체 | 살빠지는 체질","https://vling.net/channel/UCXdiVIF47obg_2RodbrMI9Q","20700","8588"
"비타민신지니 VitaminJINY","https://vling.net/channel/UC9trbyGOOjJmMea3w6c-e2A","1300000","54338"
"정하윤-개구리누나","https://vling.net/channel/UCJBVI_x_ecMZMFk-8zkxt8Q","22500","190"
"지혜롭다 : 삶의 지혜와 인생사연을 담다","https://vling.net/channel/UCBqUpQhb5nVOI2g86TANmvA","56500","9"
"서진원소장의 바른수면연구소","https://vling.net/channel/UCuDldvhPJRC3dzBICSsfNJQ","22000","2732"
"디아지트","https://vling.net/channel/UCJjwunfIpTvVsJrWIeiprlA","11000","577"
"강북삼성병원","https://vling.net/channel/UClp4EdAwhySzqnMWjKnh0gw","64400","2384"
"무나홈트 Moona Workout","https://vling.net/channel/UCMA_DTVCzlALpD8hfGmYAlg","137000","669"
"창발검사 [기생충검사]","https://vling.net/channel/UCapWuAFvGYLUpQ5yD4ogpnA","50200","529"
"박성준풍수연구소","https://vling.net/channel/UC0klmuY3t26aZDJ2nMUIMQA","119000","3458"
"대한뇌졸중학회 Korean Stroke Society ","https://vling.net/channel/UC2b86qNxANE_0lQ71WIS06w","35800","854"
"라이브치과병원-LIVE dental hospital","https://vling.net/channel/UCQfnv5_Rrq7NPXMsuxu3Bpg","38300","2867"
"황상민의 심리상담소 : 황심소","https://vling.net/channel/UC7uH82-KbrcVDESEcOdR-Lg","41000","468"
"울산대학교병원tv","https://vling.net/channel/UC8ROuDBSY2ZU5Vn-67dvLyA","10800","4526"
"라일락향기","https://vling.net/channel/UCAlsJY36tW83R5whyqXHZRQ","12600","39"
"꽃차교실","https://vling.net/channel/UCBZFAkHXGvOH5QFsWNAUpTw","13500","347"
"대웅제약","https://vling.net/channel/UCYYPkaH7fNysLdBjJa19v0Q","96400","477"
"근막의 신 수키원장","https://vling.net/channel/UC9jP3qBjMc6Vfpxrt2BEd7g","160000","1447"
"서효원목사 말씀치유기도","https://vling.net/channel/UCCgMy7YlE8GOgb4OgFLHZzg","90500","4474"
"김둥 Kdoong","https://vling.net/channel/UCgg7EhQMvdAOnsDWtYShk8A","15700","7050"
"Pyeongkang","https://vling.net/channel/UCQIQp2EH6nOI8tjdOSmGujA","13000","860"
"엘빅쭈","https://vling.net/channel/UCY1He4bONsPMrk42HkFaK7A","11400","968"
"통증 해방일지","https://vling.net/channel/UC4fXvuz0piEYPKRQJzLJDJA","20700","636"
"연세사랑병원","https://vling.net/channel/UCWoQqwKkrSm0ximdovQ0BGw","107000","3758"
"Michael Sealey","https://vling.net/channel/UC9GoqHypa-SDrGPMyeBkjKw","2050000","79020"
"아이엠TV_마음공부","https://vling.net/channel/UCa8wnCd7PgB5ohcxwnl5zXw","43800","1766"
"이어드림","https://vling.net/channel/UCkjUtRF0YCo6JC9hpNn6XrA","31700","1118"
"불량청춘","https://vling.net/channel/UCtdOoRIMA4IXGc27INBiZiQ","120000","5003"
"디앤디댄스 & 홈핏 ","https://vling.net/channel/UCVoM4YN4pwYiQjv_OpMFEAg","19700","816"
"유사나헬스사이언스코리아","https://vling.net/channel/UCy85dXvlDH-9H9puNRRGuxA","11800","619"
"엔젤요가 hm yoga","https://vling.net/channel/UCGinIE64fsCIHQAV7qJGG0A","17800","2723"
"지혜를 구하다 : CBS 지식교양 채널","https://vling.net/channel/UCiUGplFMBmDuA1f9RNpoNwA","158000","891"
"닥터U와 함께","https://vling.net/channel/UCDxgrjdpI7TWVf1G8uJOztQ","542000","3673"
"율무차","https://vling.net/channel/UCHP7gG3B9QE9DSEoBRXmDyQ","16800","694"
"YURA LIFE","https://vling.net/channel/UCFnx5pb5KhDBfPwJiTq5M-w","18200","2461"
"세계적으로 유명한 운동 정보","https://vling.net/channel/UCo_-ny9SP5Pbz8KM1KKchbA","525000","14259"
"몸수리 (구 운동한입) ","https://vling.net/channel/UCJX6qbVj0RvvrjlumQBHGtQ","95400","5041"
"홍시약사 ","https://vling.net/channel/UCnLco7OATOdpjUNteNYtsfw","34800","12972"
"Music Therapist","https://vling.net/channel/UCQ1BvUkWenb7uSnLuM5wxgA","20100","3229"
"호감코드","https://vling.net/channel/UC0bvOTfZywOvh_1jCUB62Pw","12800","1703"
"최현규프로[Think 골프]","https://vling.net/channel/UCRX6YLuWkLKbXfoWmZ3OF-Q","28000","1328"
"백세건강 상담실","https://vling.net/channel/UCtf7gOSRMLSTa_RwgZ-F67A","26900","8350"
"유웰의 쾌뇨드림","https://vling.net/channel/UCakdT6MrZrDTXrbgnpZtV_A","11800","35448"
"해통소 | 통증 해결해주는 연구소","https://vling.net/channel/UCoce22wGdMFOxvStdEruWyA","69800","23144"
"신바람건강정보","https://vling.net/channel/UCPjQRj2W1zYyrNYJQQwj4HA","174000","4655"
"Dr.전미경의 닥전TV","https://vling.net/channel/UCiYigCQLXMaTQ6GTatBAYPg","27100","892"
"실버담소","https://vling.net/channel/UCbSh5s-riJpRuVyOI2uYTMA","11700","9098"
"닥터포유","https://vling.net/channel/UCKnp3hst7gwx47lyR3jqi6w","13800","3107"
"김예현_YEPI ","https://vling.net/channel/UCFtY0rnLZD6Ihy9YW2N4RfA","13600","331"
