channel_name,Channel Link,channel_id,Subscribers,Average Daily Views
스팍TV,https://vling.net/channel/UCeQKlCS0hnyWdlbiMq_fjiQ,UCeQKlCS0hnyWdlbiMq_fjiQ,11200,426
용산구청,https://vling.net/channel/UCGsZ-8EHKTrkotIuumnz3rw,UCGsZ-8EHKTrkotIuumnz3rw,16500,3906
POD CHURCH(Parade of David),https://vling.net/channel/UCfyiliqIR3tOvOja_idj7Cw,UCfyiliqIR3tOvOja_idj7Cw,49300,12894
박상규의 직설,https://vling.net/channel/UCdj_kd5oReDlStFJz3K199Q,UCdj_kd5oReDlStFJz3K199Q,48300,13463
황해도만신 정도령 ,https://vling.net/channel/UCNzo-eUERlJ3xEJu0uc224w,UCNzo-eUERlJ3xEJu0uc224w,16900,1051
"두란노 공식채널, 큐티&매거진",https://vling.net/channel/UCIgcgNUcM8U04aEK1ZbNBnA,UCIgcgNUcM8U04aEK1ZbNBnA,13700,445
송영길TV,https://vling.net/channel/UC6Swqra8BqePCs1ymFCdDMQ,UC6Swqra8BqePCs1ymFCdDMQ,232000,21862
쉬기날기,https://vling.net/channel/UC6BzO1MokTXD_7vcTLSBSyQ,UC6BzO1MokTXD_7vcTLSBSyQ,13300,2227
[유명한점집]경희궁 TV,https://vling.net/channel/UCh3mIfxY1J-6k5QBKqs_hog,UCh3mIfxY1J-6k5QBKqs_hog,28900,2357
예수동행(위지엠),https://vling.net/channel/UCDwDZlwDblLU7v7Jq_px89w,UCDwDZlwDblLU7v7Jq_px89w,59100,9791
독도 코리아 Dokdo Korea,https://vling.net/channel/UCVfBrS1H2crOZHjf2I1mv0A,UCVfBrS1H2crOZHjf2I1mv0A,64600,91077
"열방제자교회,강한용사들TV",https://vling.net/channel/UCiHDvTX-bADmo9fDE4wApTw,UCiHDvTX-bADmo9fDE4wApTw,37500,1159
미추홀구 미추홀릭TV,https://vling.net/channel/UCundQNi3sRRRdqAbiyEi-vw,UCundQNi3sRRRdqAbiyEi-vw,11500,1310
왓더캅,https://vling.net/channel/UCo4mWF_AmP2u9UsGLEuA8gw,UCo4mWF_AmP2u9UsGLEuA8gw,15800,4526
정변TV : (법무법인DH),https://vling.net/channel/UCCsz8A7Ur8gH3CkHwY_LQZA,UCCsz8A7Ur8gH3CkHwY_LQZA,15400,1277
복음소금,https://vling.net/channel/UCgafvb8sKcePPHbIo9WXjPg,UCgafvb8sKcePPHbIo9WXjPg,43400,16961
정법전TV,https://vling.net/channel/UC21hzjXICz_dgXgLXJ1uEKw,UC21hzjXICz_dgXgLXJ1uEKw,405000,217637
홍당무계,https://vling.net/channel/UCsu6SMg39zIcmyDcxL5RbJA,UCsu6SMg39zIcmyDcxL5RbJA,12100,101786
안전한국훈련,https://vling.net/channel/UCr-SiBaekrT9PGNkNv_eeGg,UCr-SiBaekrT9PGNkNv_eeGg,10400,538
해결하는 변호사 송현영,https://vling.net/channel/UCthvY96ExzLeuyfSpG_yKcA,UCthvY96ExzLeuyfSpG_yKcA,80500,29299
Eighth Army,https://vling.net/channel/UC3eKnVavq7CYAh9e0AleYlw,UC3eKnVavq7CYAh9e0AleYlw,15300,568
이한규TV,https://vling.net/channel/UCgaGmMIh68VMb2mcVfvtvtg,UCgaGmMIh68VMb2mcVfvtvtg,12100,3043
대한민국 병무청 (청춘예찬),https://vling.net/channel/UC3PdND6r4mRtoAgp59jfbDg,UC3PdND6r4mRtoAgp59jfbDg,62300,86317
크라임토크,https://vling.net/channel/UC3RmDQ9A6cEh2CHI7u2GU2Q,UC3RmDQ9A6cEh2CHI7u2GU2Q,48200,25197
Phantom Hearts(팬텀하츠),https://vling.net/channel/UC3MeAsOcP9VD0mhdaCIvJsA,UC3MeAsOcP9VD0mhdaCIvJsA,43700,4500
순복음축복교회,https://vling.net/channel/UCMhtB1BMWE17RgPCCpAILnw,UCMhtB1BMWE17RgPCCpAILnw,11900,281
SpiritualTV / 시대영성TV / 정치 / 정보,https://vling.net/channel/UCENRJe4ffvvAWxaal19gpQg,UCENRJe4ffvvAWxaal19gpQg,63200,1381
SamilChurch삼일교회,https://vling.net/channel/UCdUkQwI7Ozo5KnTGMPhzuhw,UCdUkQwI7Ozo5KnTGMPhzuhw,81000,13996
무한열정,https://vling.net/channel/UCvsw6d2J-EjDaLsO3z3X8vw,UCvsw6d2J-EjDaLsO3z3X8vw,30500,12066
한두자니S2,https://vling.net/channel/UCfdwCAK9QHC7XMyKbgmqnjg,UCfdwCAK9QHC7XMyKbgmqnjg,293000,67367
크립토 뉴스플랜 - Plan A,https://vling.net/channel/UC3E-gJGVeJkevN2ujtrLHkA,UC3E-gJGVeJkevN2ujtrLHkA,14700,2178
감동달고나,https://vling.net/channel/UCRHoIbke8M8i2o15eylfi7w,UCRHoIbke8M8i2o15eylfi7w,11000,6260
백낙청TV,https://vling.net/channel/UC_IV-JURiQzt4APTfhWEp5w,UC_IV-JURiQzt4APTfhWEp5w,36500,1201
인천 정안신당,https://vling.net/channel/UCyhpoJjpnNeAtD_zfVuS5LQ,UCyhpoJjpnNeAtD_zfVuS5LQ,22200,4586
정치마루,https://vling.net/channel/UCed23pVadTJDREbOWumgwPQ,UCed23pVadTJDREbOWumgwPQ,19500,17660
유튜브바이블스쿨,https://vling.net/channel/UCX3qkfIDXuFAgaOuwp0me4w,UCX3qkfIDXuFAgaOuwp0me4w,77400,3047
신지우 shinjiwoo,https://vling.net/channel/UCzfheU-SqElfaQXwOzv8yGA,UCzfheU-SqElfaQXwOzv8yGA,136000,22842
북시탈tv,https://vling.net/channel/UCQPWKFepcH_Td8xxFvIfz6Q,UCQPWKFepcH_Td8xxFvIfz6Q,98300,2017
현장소속 김종민,https://vling.net/channel/UCqJAAEXFXZqlwfe-_pgQm7A,UCqJAAEXFXZqlwfe-_pgQm7A,13600,357
김큰형TV,https://vling.net/channel/UC0X2HqxrdilJGWLpo2Z-nAw,UC0X2HqxrdilJGWLpo2Z-nAw,37600,3826
양나래 변호사,https://vling.net/channel/UCR9YgzFmGQDgtqMJjnIo6Ew,UCR9YgzFmGQDgtqMJjnIo6Ew,50400,10138
dinara tilovova ,https://vling.net/channel/UCRqIjP2OXBMMb-OX8agIYOA,UCRqIjP2OXBMMb-OX8agIYOA,191000,13935
푸른스카이 Purensky,https://vling.net/channel/UCTQdi5U60um1oEqIjbA4pZg,UCTQdi5U60um1oEqIjbA4pZg,41500,6853
신길교회Seoul Shingil Waymakers Church,https://vling.net/channel/UC4UDZpvJ1ZwRoT-YpaBx2jA,UC4UDZpvJ1ZwRoT-YpaBx2jA,233000,4037
NewMoravianOPR | PYEONGCHANG,https://vling.net/channel/UCQEaAy0dqiGPR3PLT62K70Q,UCQEaAy0dqiGPR3PLT62K70Q,22200,893
AdQUA interactive,https://vling.net/channel/UCt_y0PzZB9hMB9lic0bm8Wg,UCt_y0PzZB9hMB9lic0bm8Wg,32900,106
양시무스,https://vling.net/channel/UCjOkOfuW8z2mrFj6Tjelz-g,UCjOkOfuW8z2mrFj6Tjelz-g,16500,17948
벼락대감,https://vling.net/channel/UC4xW_nXSfjdMl2U8XBm3-yw,UC4xW_nXSfjdMl2U8XBm3-yw,25900,1697
편안한 말씀식당,https://vling.net/channel/UC2uMoQwII29QfgYnzTp3UWg,UC2uMoQwII29QfgYnzTp3UWg,84200,3324
코리아짱,https://vling.net/channel/UCpK4JNxTCGmeS4389c2KR9g,UCpK4JNxTCGmeS4389c2KR9g,14100,6778
타임뻐스,https://vling.net/channel/UCckIwMcUvcvN2gESHXg_Sdg,UCckIwMcUvcvN2gESHXg_Sdg,38000,72262
온누리교회,https://vling.net/channel/UC-JbwIkZI1f3Bings3VO3Sg,UC-JbwIkZI1f3Bings3VO3Sg,135000,22489
서울환경연합,https://vling.net/channel/UC4BoL2Mj-2hdMcIE0qnDhNA,UC4BoL2Mj-2hdMcIE0qnDhNA,22300,1446
칸디도 보칼레 Candido Vocale,https://vling.net/channel/UCTHQJubug3i6rIe5u0H-53w,UCTHQJubug3i6rIe5u0H-53w,13000,4125
김동식TV,https://vling.net/channel/UCVRbKXVxc8axxCkSvK4PKOQ,UCVRbKXVxc8axxCkSvK4PKOQ,31100,3042
범죄사냥꾼,https://vling.net/channel/UCVTYPh-PX7bTeuym1qCOsTQ,UCVTYPh-PX7bTeuym1qCOsTQ,38500,493
권순활TV,https://vling.net/channel/UCVVAYUheWFfIA6Zn0s1GiCA,UCVVAYUheWFfIA6Zn0s1GiCA,136000,12156
정의구현 박완석,https://vling.net/channel/UCUNwNXVrWAHQpc8gPp1c6kw,UCUNwNXVrWAHQpc8gPp1c6kw,544000,83227
대박뉴스tv,https://vling.net/channel/UCzJ76XXo-8n_h7OP1_rDu7w,UCzJ76XXo-8n_h7OP1_rDu7w,83500,9548
반지하 유정수,https://vling.net/channel/UCpxeSKncIk1Dv0UJbyx7G6Q,UCpxeSKncIk1Dv0UJbyx7G6Q,59000,11262
역사의 흔적,https://vling.net/channel/UC5u-oXBxEYFvEnSkudH5ALQ,UC5u-oXBxEYFvEnSkudH5ALQ,10700,12720
한국사 다시읽기,https://vling.net/channel/UC-sDvUroCCpUZhzk4I_3UIw,UC-sDvUroCCpUZhzk4I_3UIw,16500,56765
여의도순복음교회 이영훈 목사의 절대긍정TV,https://vling.net/channel/UCWD1r9rnj0PRdkkuCz04XCw,UCWD1r9rnj0PRdkkuCz04XCw,11400,1058
이만갑,https://vling.net/channel/UC4rFSUIL1_oEkaT5FeBQbqg,UC4rFSUIL1_oEkaT5FeBQbqg,29400,805405
REAL Bible 1611,https://vling.net/channel/UC552RTqzDHZMjaeE41kGVNg,UC552RTqzDHZMjaeE41kGVNg,41000,5835
개국본TV,https://vling.net/channel/UC4zuXRJF5Vq2y6cEq-4PBGQ,UC4zuXRJF5Vq2y6cEq-4PBGQ,50500,357
개성아낙,https://vling.net/channel/UCW4_6V9Ox_9sYNTknQoTlMA,UCW4_6V9Ox_9sYNTknQoTlMA,42600,222
광주가톨릭평화방송,https://vling.net/channel/UC4igRfOVnLfb8cFKR0quJUQ,UC4igRfOVnLfb8cFKR0quJUQ,18200,816
The Life 지구촌교회 - 더라이프지구촌교회,https://vling.net/channel/UCXqPL_eApnUym_FGY6wmhQw,UCXqPL_eApnUym_FGY6wmhQw,45200,5568
스픽스,https://vling.net/channel/UCgeOlLcX6PReHdWImEnUVTg,UCgeOlLcX6PReHdWImEnUVTg,1550000,1408105
굿네이버스_official,https://vling.net/channel/UCkQrKFfd2Mrj58aTCm82MLw,UCkQrKFfd2Mrj58aTCm82MLw,252000,28816
대통령경호처,https://vling.net/channel/UCsIvXMp-dXksyQ9wrj7o-ZQ,UCsIvXMp-dXksyQ9wrj7o-ZQ,24300,4899
노원구청 미홍씨,https://vling.net/channel/UCJY_vHq3n_DkHcdc3g01RGQ,UCJY_vHq3n_DkHcdc3g01RGQ,15700,1038
The Message 더 메시지,https://vling.net/channel/UCtgC6peRCMRx2K2Vipockiw,UCtgC6peRCMRx2K2Vipockiw,28300,4626
정치대학,https://vling.net/channel/UCaJCKfbU0l9SGMmI8OS9MxQ,UCaJCKfbU0l9SGMmI8OS9MxQ,52800,54093
변호사 박리나,https://vling.net/channel/UCL2dV2Ohhspvy-dMyX0L4og,UCL2dV2Ohhspvy-dMyX0L4og,30600,2822
예언의 빛,https://vling.net/channel/UCWd63xE3lv3KhWEAyMffdzw,UCWd63xE3lv3KhWEAyMffdzw,15100,1426
Joyful Church,https://vling.net/channel/UC5PzG8kd8lyo7BbHFLxAbig,UC5PzG8kd8lyo7BbHFLxAbig,19700,2580
쉬운 사주 이규호 [명리학 강의 전문],https://vling.net/channel/UCK1gwXNWywjzzo-KxVwWQtg,UCK1gwXNWywjzzo-KxVwWQtg,83900,2462
J woodworks,https://vling.net/channel/UCasf2iEi4sZfwgcCpjOhhRQ,UCasf2iEi4sZfwgcCpjOhhRQ,10500,499
주안에길 정진호목사(토오후6시),https://vling.net/channel/UC11H1nky3p31Bycf4TRFluw,UC11H1nky3p31Bycf4TRFluw,16400,187
국가보훈부,https://vling.net/channel/UClvT0GWxHHznabonSbWf7cg,UClvT0GWxHHznabonSbWf7cg,97000,21691
절로TV,https://vling.net/channel/UCOb113bmOxhnucIWpwH1Ang,UCOb113bmOxhnucIWpwH1Ang,53600,667
주사파척결TV -나는 의병이다!,https://vling.net/channel/UCQhKO3wKEdQ9sCdrePbKn9A,UCQhKO3wKEdQ9sCdrePbKn9A,126000,912
한국노총,https://vling.net/channel/UCImNzIAkfG-pztnZVoxB60A,UCImNzIAkfG-pztnZVoxB60A,29100,564
민초야담,https://vling.net/channel/UC3C4u8VnnrggbeSBzmxe0sw,UC3C4u8VnnrggbeSBzmxe0sw,10000,7055
반야 인생상담소,https://vling.net/channel/UCTrY45MDmR62xOPbaeRZk1Q,UCTrY45MDmR62xOPbaeRZk1Q,14300,17668
아가페TV,https://vling.net/channel/UC5iyNm4QQDoeFbAW2sd92jQ,UC5iyNm4QQDoeFbAW2sd92jQ,24800,150
고무장갑 - 간호사의 폭로,https://vling.net/channel/UCI-WwAj_XaJIREYSBEHXipQ,UCI-WwAj_XaJIREYSBEHXipQ,25600,4724
마가의다락방교회,https://vling.net/channel/UCP2p32Gz20PLa1-5itufwqA,UCP2p32Gz20PLa1-5itufwqA,136000,14674
행복한크리스천(행크),https://vling.net/channel/UCPp5No25CcVQae6fvKcOFdw,UCPp5No25CcVQae6fvKcOFdw,30800,3238
종리스찬TV,https://vling.net/channel/UC0sKd8rAwhUqOwnxBf_FOLg,UC0sKd8rAwhUqOwnxBf_FOLg,67800,3175
나연심리상담소-나르시시스트전문상담,https://vling.net/channel/UC78QPsn2UBdELyQwaF2hq8g,UC78QPsn2UBdELyQwaF2hq8g,11400,6406
분당한마음개혁교회,https://vling.net/channel/UCh0aDV_FgWsIHnkNXCt7Xgg,UCh0aDV_FgWsIHnkNXCt7Xgg,17100,1093
심불교,https://vling.net/channel/UCYZ-HmHqGjBKcWA-9SHcz5g,UCYZ-HmHqGjBKcWA-9SHcz5g,10000,1309
올포로드153,https://vling.net/channel/UCddtUFKa6OSb_Mnt7ydXMLQ,UCddtUFKa6OSb_Mnt7ydXMLQ,11500,413
남양주TV최미자,https://vling.net/channel/UC-l4DfKxXhNN9S8H2XooD4A,UC-l4DfKxXhNN9S8H2XooD4A,18700,3337
KST by The Korea Times,https://vling.net/channel/UCiOrOk3NQGW2GafvjLJknMA,UCiOrOk3NQGW2GafvjLJknMA,151000,755
815광복TV 1채널[종합채널],https://vling.net/channel/UCKZ6jnfGzb9k01DAcAHQWSg,UCKZ6jnfGzb9k01DAcAHQWSg,16400,121
엑소시스트 이혜진 만신,https://vling.net/channel/UCE2B1Hdi1nhnOajEuT7AaLw,UCE2B1Hdi1nhnOajEuT7AaLw,18100,2103
양결 목사의 바이블레시피,https://vling.net/channel/UCKUmSKfbdohL39Ib3f9g42Q,UCKUmSKfbdohL39Ib3f9g42Q,24300,5400
인생그린,https://vling.net/channel/UCVyEBk5nPxRvefclwmct7HQ,UCVyEBk5nPxRvefclwmct7HQ,25300,16098
사람사는세상노무현재단 RohMoohyunFoundation,https://vling.net/channel/UCJS9VvReVkplPwCIbxnbsjQ,UCJS9VvReVkplPwCIbxnbsjQ,1700000,121723
[성서연구원],https://vling.net/channel/UCm9_2M7vqqMn_Xt0dN8IbEQ,UCm9_2M7vqqMn_Xt0dN8IbEQ,153000,4622
김민석TV,https://vling.net/channel/UC0xm3nsJXdMEA6ILZRHCXvQ,UC0xm3nsJXdMEA6ILZRHCXvQ,344000,3675
서산 관음사 (원묵스님),https://vling.net/channel/UCHX-p9hTwvttjCUVr7W61NQ,UCHX-p9hTwvttjCUVr7W61NQ,21500,75
오메가교회 OMEGA CHURCH,https://vling.net/channel/UC0Fyj1tRNBDoS5oIcDyOYBg,UC0Fyj1tRNBDoS5oIcDyOYBg,13400,767
김영기 법사[서하],https://vling.net/channel/UCDlUvO1z2W96dhPTR51P27g,UCDlUvO1z2W96dhPTR51P27g,27600,3188
무극회선,https://vling.net/channel/UCaakGc-qhDRyhcOtUUJWO4Q,UCaakGc-qhDRyhcOtUUJWO4Q,54900,292
일월신궁 자연보살,https://vling.net/channel/UCmCm79R7kC5wcK_5vYUNeVA,UCmCm79R7kC5wcK_5vYUNeVA,10800,1402
대한사랑,https://vling.net/channel/UC11sKzfembsp-_KqzCZ-lWg,UC11sKzfembsp-_KqzCZ-lWg,90200,1946
CLTV ,https://vling.net/channel/UCwowHefoB0EgAzIwqrR6EBA,UCwowHefoB0EgAzIwqrR6EBA,201000,7344
온누리교회 차세대,https://vling.net/channel/UCNAgmJxTyitxmxJs6bCvZzA,UCNAgmJxTyitxmxJs6bCvZzA,13100,1572
순복음대구교회,https://vling.net/channel/UCWc2bf2SabfFF9UelS03gTQ,UCWc2bf2SabfFF9UelS03gTQ,17500,4379
머니인사이드 쇼츠,https://vling.net/channel/UC4prQjZlZRKXllTaK88AeRA,UC4prQjZlZRKXllTaK88AeRA,14100,1982
심재TV,https://vling.net/channel/UCHZW1NdU0VHKVhltZUaBX5w,UCHZW1NdU0VHKVhltZUaBX5w,20200,6296
K-Muslim Family,https://vling.net/channel/UCi7PPyLcfBVHPx1734pgV7g,UCi7PPyLcfBVHPx1734pgV7g,161000,165
말씀앤조이,https://vling.net/channel/UCz_5gFCVa5tBRlJmU0VYuRA,UCz_5gFCVa5tBRlJmU0VYuRA,181000,12326
주이집트한국문화원 المركز الثقافي الكوري بمصر,https://vling.net/channel/UCB3-HRmisQQBtNUiBWxotog,UCB3-HRmisQQBtNUiBWxotog,13300,24
달빛 아래 사연 한 수,https://vling.net/channel/UCaTNoZLe0sj7DUYSguDOkHg,UCaTNoZLe0sj7DUYSguDOkHg,27700,14413
산신무당TV,https://vling.net/channel/UC58DV9gnwdNemztB8C5aqUg,UC58DV9gnwdNemztB8C5aqUg,217000,18495
천신암 백호만신,https://vling.net/channel/UCdO0f8yYOEhD8lSInznzCFg,UCdO0f8yYOEhD8lSInznzCFg,12100,1073
신짜오 형제들 - Xin chao Brother,https://vling.net/channel/UCB7S5UUeiVFCjEnmymrPfhA,UCB7S5UUeiVFCjEnmymrPfhA,10500,6447
무용담(무당의 용한 이야기),https://vling.net/channel/UCO77a6lTw2Z_dldGxdjv75g,UCO77a6lTw2Z_dldGxdjv75g,54700,1382
남자살리기,https://vling.net/channel/UCT8dfszCIDh3gTKbjiHhkkg,UCT8dfszCIDh3gTKbjiHhkkg,21100,1962
야담 옛날옛적에,https://vling.net/channel/UCUf1SUcZZV7cX0ciuLKkJTg,UCUf1SUcZZV7cX0ciuLKkJTg,12900,23913
빛나는 코리아,https://vling.net/channel/UCUUchki8-tdL1mhVERldlow,UCUUchki8-tdL1mhVERldlow,21900,10047
대한신궁☆별궁선녀,https://vling.net/channel/UC5k9Z_nBwQvXHeqdRlYI03w,UC5k9Z_nBwQvXHeqdRlYI03w,10400,1220
작은형제회-프란치스코회 OFFICIAL,https://vling.net/channel/UCo6KgIt3eNaG6ugl6z2eBxA,UCo6KgIt3eNaG6ugl6z2eBxA,10500,2852
그레이스153,https://vling.net/channel/UCD1zPFHgvyvQgSfjXeqfv0A,UCD1zPFHgvyvQgSfjXeqfv0A,12000,7015
황혼불장난,https://vling.net/channel/UC8H51i8BKBYbtociWveeljg,UC8H51i8BKBYbtociWveeljg,196000,78259
춘자야담,https://vling.net/channel/UC4gZe179OdKo6yNDCAfK-7g,UC4gZe179OdKo6yNDCAfK-7g,19300,4864
[법으로 위로하는 변호사] 김승혜 변호사,https://vling.net/channel/UCPoSTEIGLy1DaY59irR6pKw,UCPoSTEIGLy1DaY59irR6pKw,11200,1157
감동한조각,https://vling.net/channel/UCln6LFElpRH6Kyh0miuEvMQ,UCln6LFElpRH6Kyh0miuEvMQ,17100,155
인생 별 사연,https://vling.net/channel/UCD9Z1C0R0Kb7kOYAm8Gc_LA,UCD9Z1C0R0Kb7kOYAm8Gc_LA,27400,10833
금실국제결혼,https://vling.net/channel/UCaTiKgIoOqihpsRDisfL1ow,UCaTiKgIoOqihpsRDisfL1ow,11000,306
알보몬tv ,https://vling.net/channel/UCEPAuwSpb6AdZ1UtBFwGLDA,UCEPAuwSpb6AdZ1UtBFwGLDA,10500,1265
전설이야기꾼,https://vling.net/channel/UCsHZdZXPuHKhMhSHeVyCMmg,UCsHZdZXPuHKhMhSHeVyCMmg,14900,5
결혼의 정석-방심하면 호구되는 국제결혼,https://vling.net/channel/UCJ8oPR_Ow15Jtl6Up5zXEhg,UCJ8oPR_Ow15Jtl6Up5zXEhg,29700,35530
Molto 몰토,https://vling.net/channel/UCRso-noWpZLaBs8ONU887iw,UCRso-noWpZLaBs8ONU887iw,23600,64390
김도학사주연구소,https://vling.net/channel/UCvbEMmhumw7AVSG2HH7GPJQ,UCvbEMmhumw7AVSG2HH7GPJQ,26400,20280
강남상안재 우도령,https://vling.net/channel/UCOJKd_nUILWOUKedK9M3hXQ,UCOJKd_nUILWOUKedK9M3hXQ,23500,3792
암프로빌리지 : 성모꽃마을,https://vling.net/channel/UCpOct2MyFowe8wTCB4CGzEA,UCpOct2MyFowe8wTCB4CGzEA,52100,12310
코리아감동TV,https://vling.net/channel/UC4gtDyy2MaqwfZdSrSLwgyw,UC4gtDyy2MaqwfZdSrSLwgyw,16500,9149
꼬순이네,https://vling.net/channel/UCjtn2Aj0wYdXSYclpveLnjg,UCjtn2Aj0wYdXSYclpveLnjg,13800,11954
심은의 우리그림 Korean Painting,https://vling.net/channel/UCtuttLmsvrP07POlXPOD5GQ,UCtuttLmsvrP07POlXPOD5GQ,11900,774
Giác Lệ Hiếu,https://vling.net/channel/UCQiRpdVz5qYBL-aIKFeTepA,UCQiRpdVz5qYBL-aIKFeTepA,245000,4856
림쌤의 10분역사,https://vling.net/channel/UCIGqIln2WmBnmy8fPA-IsSA,UCIGqIln2WmBnmy8fPA-IsSA,82400,5026
올바른마음,https://vling.net/channel/UCh1COUFMKTwS6128YODE4DQ,UCh1COUFMKTwS6128YODE4DQ,10800,2712
복원왕 Restoration King,https://vling.net/channel/UC5dDbYhImjKCun_-KCqoGyQ,UC5dDbYhImjKCun_-KCqoGyQ,310000,85196
생각을 하라~,https://vling.net/channel/UCSS0d6Kah3e4u60DoQ-m6FQ,UCSS0d6Kah3e4u60DoQ-m6FQ,17300,1436
희키,https://vling.net/channel/UCOqtOq7zbhoArEEG3NgPQ3w,UCOqtOq7zbhoArEEG3NgPQ3w,21500,2005
이낙연TV,https://vling.net/channel/UCpPZmot80YDHKd8zm2_evyg,UCpPZmot80YDHKd8zm2_evyg,134000,4524
키퍼스처치,https://vling.net/channel/UCcbOxuY016h_XVmIGSQDoyw,UCcbOxuY016h_XVmIGSQDoyw,27500,4172
부처님지혜,https://vling.net/channel/UCFqSzZ35shcPLUWSDbR2p-w,UCFqSzZ35shcPLUWSDbR2p-w,19000,8289
깨달음의노후,https://vling.net/channel/UC6p9UlZbp-Z8hiSiBODWe4Q,UC6p9UlZbp-Z8hiSiBODWe4Q,13800,5918
정치꾹,https://vling.net/channel/UCIxgiQ9-JNkLOJq-zuB529w,UCIxgiQ9-JNkLOJq-zuB529w,41000,3253
제이비TV,https://vling.net/channel/UCB4-evtMkqBY7KcbjBlHwZw,UCB4-evtMkqBY7KcbjBlHwZw,109000,1146
일공구공1090,https://vling.net/channel/UChCKI9vPYELH4cUGbdjv2vg,UChCKI9vPYELH4cUGbdjv2vg,45000,249
국토전략TV,https://vling.net/channel/UCfm5543FeRChIIq-XMG4GeQ,UCfm5543FeRChIIq-XMG4GeQ,352000,6255
세라보살,https://vling.net/channel/UCq2FJpctqsM_WsApFMvr4nQ,UCq2FJpctqsM_WsApFMvr4nQ,18700,926
신인규의 시대정신,https://vling.net/channel/UC78duXU2wQzD9ktmnYNc4Pg,UC78duXU2wQzD9ktmnYNc4Pg,71700,9591
안성은광교회,https://vling.net/channel/UCmPed_ZXgUH7dN8t5BwQrEg,UCmPed_ZXgUH7dN8t5BwQrEg,13000,3261
사건의뢰 뒷방,https://vling.net/channel/UCXlnC32GsSm8lFKE15iZROQ,UCXlnC32GsSm8lFKE15iZROQ,172000,122792
송파서광교회SKC TV,https://vling.net/channel/UCX2lcTOz1uVzULdJfpbWc1g,UCX2lcTOz1uVzULdJfpbWc1g,201000,629
BIBLE TRIP,https://vling.net/channel/UCutn72ZORxRfKpMaLwF9QhQ,UCutn72ZORxRfKpMaLwF9QhQ,14300,765
달빛선율,https://vling.net/channel/UCzi349JjwyrDhMXyGLQTQmQ,UCzi349JjwyrDhMXyGLQTQmQ,10800,7483
아메리카 X파일,https://vling.net/channel/UCDUd3ORfaOduIHEllHASw4g,UCDUd3ORfaOduIHEllHASw4g,14600,22627
암흑연대역사,https://vling.net/channel/UChJbiWvHW4W1Ol1qi-ImGmg,UChJbiWvHW4W1Ol1qi-ImGmg,10800,8
사연이 머무는 극장,https://vling.net/channel/UCQjJaYzZqgDymsJ_n8HWyGQ,UCQjJaYzZqgDymsJ_n8HWyGQ,55600,8968
우병일 TV ,https://vling.net/channel/UChzuKt77A9RIgJcQJ9sqm0w,UChzuKt77A9RIgJcQJ9sqm0w,27700,1367
황경순TV,https://vling.net/channel/UC_oEzIEGR7ZzdPu4YQDLnHA,UC_oEzIEGR7ZzdPu4YQDLnHA,32600,2871
충현교회,https://vling.net/channel/UCctXsTmxLVtoGCe6yuMehVw,UCctXsTmxLVtoGCe6yuMehVw,22800,5559
도람뿌,https://vling.net/channel/UCQ21caARmy5hvLqvwIEBNUw,UCQ21caARmy5hvLqvwIEBNUw,265000,58542
포도원교회 방송국,https://vling.net/channel/UC-gtcwqgWLg-JEsmoFhCDng,UC-gtcwqgWLg-JEsmoFhCDng,10100,977
부산일보TV,https://vling.net/channel/UCHMl6cx4Q1JsvTwAT2gA8Vw,UCHMl6cx4Q1JsvTwAT2gA8Vw,131000,24594
깨시연TV.깨어있는 시민연대,https://vling.net/channel/UCsgbn3nQIbc0SIohzR64uGw,UCsgbn3nQIbc0SIohzR64uGw,63500,56693
인생의 황혼 이야기,https://vling.net/channel/UC7ZwqdkwJi2QPu6A3vJmvwA,UC7ZwqdkwJi2QPu6A3vJmvwA,20000,2521
"최영은 변호사의 ""이혼은 처음이라""",https://vling.net/channel/UCCE1WU88OYCSdIjtw_8si-g,UCCE1WU88OYCSdIjtw_8si-g,38100,20014
인싸it,https://vling.net/channel/UCu-1ENoajw23ec9ItPw0WcA,UCu-1ENoajw23ec9ItPw0WcA,373000,87198
석디터,https://vling.net/channel/UCrXO1ihw1Bg81mgLFDwXl4Q,UCrXO1ihw1Bg81mgLFDwXl4Q,67700,1058
어벤저스전략회의,https://vling.net/channel/UCXvQXTcC77Nav46NYc4FtDA,UCXvQXTcC77Nav46NYc4FtDA,760000,413143
여풍당당 바람대처법 [묻지마 간디] ,https://vling.net/channel/UCHdqgJxSnra-7kTIldPoSng,UCHdqgJxSnra-7kTIldPoSng,27000,4081
할렐루야교회Hallelujah Community Church,https://vling.net/channel/UCjHPrYoxZnPlYohdMQYEL7A,UCjHPrYoxZnPlYohdMQYEL7A,21600,3946
산골짜기말씀TV,https://vling.net/channel/UCD69Je34Q6-tD_gVAQG5D-A,UCD69Je34Q6-tD_gVAQG5D-A,14300,498
인천방주교회,https://vling.net/channel/UCS1ckxOAZOAbaWPQboOwZRw,UCS1ckxOAZOAbaWPQboOwZRw,28400,1617
한사랑교회,https://vling.net/channel/UC8xUEMOIFJjFt4KvkRj-Mnw,UC8xUEMOIFJjFt4KvkRj-Mnw,12100,1112
델리민주 [더불어민주당],https://vling.net/channel/UCoQD2xsqwzJA93PTIYERokg,UCoQD2xsqwzJA93PTIYERokg,467000,30565
